type,language,license,rightsHolder,accessRights,datasetID,datasetName,basisOfRecord,occurrenceID,recordedBy,individualCount,occurrenceStatus,occurrenceRemarks,eventID,eventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,sex,lifeStage,locationID,locality,continent,countryCode,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,identifiedBy,identificationVerificationStatus,scientificName,kingdom,taxonRank,nomenclaturalCode
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,81f018c2-05d3-4f87-9ff4-a17650dd81b5,INBO,,present,bycatch,07-05-2019_kasterlee3,2019-05-07,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,fa5d281f-6266-4d4b-b6a7-cd44132e9b99,kasterlee 3,Europe,BE,51.26878,5.01645,WGS84,707.1067811865476,INBO,validated,Scardinius erythrophthalmus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,c3fcf4c9-7040-4cad-8ad1-e9d526bfec3c,INBO,,present,bycatch,07-05-2019_kasterlee3,2019-05-07,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,fa5d281f-6266-4d4b-b6a7-cd44132e9b99,kasterlee 3,Europe,BE,51.26878,5.01645,WGS84,707.1067811865476,INBO,validated,Gobio gobio,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,ba8d42da-b56e-4051-984a-ab2b8d201ac9,INBO,,present,bycatch,07-05-2019_kasterlee3,2019-05-07,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,fa5d281f-6266-4d4b-b6a7-cd44132e9b99,kasterlee 3,Europe,BE,51.26878,5.01645,WGS84,707.1067811865476,INBO,validated,Carassius gibelio,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,ac924af6-70a5-4434-aaab-27282983845d,INBO,,present,bycatch,08-05-2019_nijlenb6,2019-05-08,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,7bfeea33-87a3-4896-b2e4-a2f6b8d951a9,nijlen b6,Europe,BE,51.14275,4.61449,WGS84,707.1067811865476,INBO,validated,Lepomis gibbosus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,ca34b8ba-ebe4-4e81-961f-5e7aa1b9b4ab,Natuurpunt,,present,bycatch,07-05-2019_arendonk2,2019-05-07,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,fbb3baeb-c846-444c-926e-02445e328b78,arendonk 2,Europe,BE,51.32681,5.11082,WGS84,707.1067811865476,Natuurpunt,validated,Perca fluviatilis,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,b758cbc6-cd92-4d47-8479-cb3e38d3fbc1,Natuurpunt,,present,bycatch,07-05-2019_arendonk2,2019-05-07,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,fbb3baeb-c846-444c-926e-02445e328b78,arendonk 2,Europe,BE,51.32681,5.11082,WGS84,707.1067811865476,Natuurpunt,validated,Lepomis gibbosus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,25f52583-0594-4a99-a9dd-58eca1d0ec2f,Natuurpunt,,present,bycatch,07-05-2019_arendonk3,2019-05-07,,"catch, fike",1,fyke,unknown,unknown,3F49AB70-7443-4002-8599-FA8F7F38616B,arendonk 3,Europe,BE,51.32681,5.11082,WGS84,707.1067811865476,Natuurpunt,validated,Esox lucius,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,f7896942-6f69-4ef4-84bc-8bf17b4b63a7,Natuurpunt,,present,bycatch,07-05-2019_arendonk4,2019-05-07,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,a7a15699-ae79-44ec-9f82-08ee0158e31d,arendonk 4,Europe,BE,51.32681,5.11082,WGS84,707.1067811865476,Natuurpunt,validated,Carassius gibelio,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,2be8df05-9f90-44e6-be95-3c87ed3ad316,Natuurpunt,,present,bycatch,07-05-2019_arendonk4,2019-05-07,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,a7a15699-ae79-44ec-9f82-08ee0158e31d,arendonk 4,Europe,BE,51.32681,5.11082,WGS84,707.1067811865476,Natuurpunt,validated,Pungitius pungitius,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,3f16db48-ed3d-449f-8a25-0d202bd6dbfd,Natuurpunt,,present,bycatch,07-05-2019_arendonk1,2019-05-07,freshwater; stagnant,"catch, fike",2,fyke,unknown,unknown,91a8e2bb-b682-4c53-b213-7494198b12ce,arendonk 1,Europe,BE,51.32621,5.09651,WGS84,707.1067811865476,Natuurpunt,validated,Scardinius erythrophthalmus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,ae928c31-738d-4c72-b190-8d3b488108bb,Natuurpunt,,present,bycatch,07-05-2019_arendonk1,2019-05-07,freshwater; stagnant,"catch, fike",2,fyke,unknown,unknown,91a8e2bb-b682-4c53-b213-7494198b12ce,arendonk 1,Europe,BE,51.32621,5.09651,WGS84,707.1067811865476,Natuurpunt,validated,Gobio gobio,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,10d4d5f2-d650-4ca3-8c7f-feba10cb9100,Natuurpunt,,present,bycatch,07-05-2019_kasterlee7,2019-05-07,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,d47894eb-3a0b-4dc1-8804-627d397aa280,kasterlee 7,Europe,BE,51.26878,5.01645,WGS84,707.1067811865476,Natuurpunt,validated,Ichthyosaura alpestris,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,a5032449-f7dc-4117-9d9c-c1d26319da67,Natuurpunt,,present,bycatch,07-05-2019_kasterlee7,2019-05-07,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,d47894eb-3a0b-4dc1-8804-627d397aa280,kasterlee 7,Europe,BE,51.26878,5.01645,WGS84,707.1067811865476,Natuurpunt,validated,Carassius gibelio,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,b3b816fb-706e-422c-9118-7cb50e7bd6d6,Natuurpunt,,present,bycatch,07-05-2019_kasterlee7,2019-05-07,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,d47894eb-3a0b-4dc1-8804-627d397aa280,kasterlee 7,Europe,BE,51.26878,5.01645,WGS84,707.1067811865476,Natuurpunt,validated,Pelophylax,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,9422b15c-8425-417a-bd6c-d1050fe9872b,Natuurpunt,,present,bycatch,07-05-2019_kasterlee7,2019-05-07,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,d47894eb-3a0b-4dc1-8804-627d397aa280,kasterlee 7,Europe,BE,51.26878,5.01645,WGS84,707.1067811865476,Natuurpunt,validated,Scardinius erythrophthalmus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,196fd2e9-47cc-406b-815d-06938d65149c,Natuurpunt,,present,bycatch,07-05-2019_kasterlee11b,2019-05-07,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,88caf36a-58a6-466d-8b6c-20208b56b34d,kasterlee 11b,Europe,BE,51.26878,5.01645,WGS84,707.1067811865476,Natuurpunt,validated,Ichthyosaura alpestris,Animalia,species,ICZN
