type,language,license,rightsHolder,accessRights,datasetID,datasetName,basisOfRecord,occurrenceID,recordedBy,individualCount,occurrenceStatus,occurrenceRemarks,eventID,eventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,sex,lifeStage,locationID,locality,continent,countryCode,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,identifiedBy,identificationVerificationStatus,scientificName,kingdom,taxonRank,nomenclaturalCode
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,62c4b396-09e5-4ec3-9a86-ddf036479c46,Natuurpunt,,present,bycatch,07-05-2019_kasterlee11b,2019-05-07,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,88caf36a-58a6-466d-8b6c-20208b56b34d,kasterlee 11b,Europe,BE,51.26878,5.01645,WGS84,707.1067811865476,Natuurpunt,validated,Distycus,Animalia,genus,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,b7af72d0-9ad4-48fb-ab28-f084978aff0f,Natuurpunt,,present,bycatch,16-05-2019_mol1,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,4f12a0ae-f003-4883-a393-32da5748e0de,mol 1,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Umbra pygmaea,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,10bbea18-d8d8-4c73-af39-f6099270e690,Natuurpunt,,present,bycatch,16-05-2019_mol1,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,4f12a0ae-f003-4883-a393-32da5748e0de,mol 1,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Pseudorasbora parva,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,5628672e-1ab3-496d-9a4a-c1bd7783bca8,Natuurpunt,,present,bycatch,16-05-2019_mol1,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,4f12a0ae-f003-4883-a393-32da5748e0de,mol 1,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Carassius gibelio,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,b4d3f403-92db-4432-ae60-c66dd3a616e0,Natuurpunt,,present,bycatch,16-05-2019_mol1,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,4f12a0ae-f003-4883-a393-32da5748e0de,mol 1,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Pelophylax,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,7d37f191-662a-47ff-a612-c507ae26627b,Natuurpunt,,present,bycatch,16-05-2019_mol1,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,4f12a0ae-f003-4883-a393-32da5748e0de,mol 1,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Scardinius erythrophthalmus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,3b696d1a-729f-4929-952d-e4dc1157af93,Natuurpunt,,present,bycatch,16-05-2019_mol1,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,4f12a0ae-f003-4883-a393-32da5748e0de,mol 1,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Pungitius pungitius,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,595e42e4-95dc-482e-a54d-e6cd11519843,Natuurpunt,,present,bycatch,16-05-2019_mol3&5,2019-05-16,freshwater; stagnant,"catch, fike",2,fyke,unknown,unknown,87a25b46-35e4-452a-8c18-b3bf104b5892,mol 3 & 5,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Carassius gibelio,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,79dfbf7f-fd8b-449d-90d0-1efc5f337a52,Natuurpunt,,present,bycatch,16-05-2019_mol3&5,2019-05-16,freshwater; stagnant,"catch, fike",2,fyke,unknown,unknown,87a25b46-35e4-452a-8c18-b3bf104b5892,mol 3 & 5,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Carassius gibelio,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,f0858123-1036-4214-ba28-77149160ea12,Natuurpunt,,present,bycatch,16-05-2019_mol14,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,73b540a9-b643-47c9-ba95-e1830f705af2,mol 14,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Perca fluviatilis,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,6bb382c9-7272-43cf-89ee-ac3ee88b0ce8,Natuurpunt,,present,bycatch,16-05-2019_mol14,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,73b540a9-b643-47c9-ba95-e1830f705af2,mol 14,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Pseudorasbora parva,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,fee6419c-9442-40ad-975b-2ecda53f95cd,Natuurpunt,,present,bycatch,16-05-2019_mol14,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,73b540a9-b643-47c9-ba95-e1830f705af2,mol 14,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Pelophylax,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,38a49a47-8e8a-4ee6-ac85-60aedbefa731,Natuurpunt,,present,bycatch,16-05-2019_mol14,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,73b540a9-b643-47c9-ba95-e1830f705af2,mol 14,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Scardinius erythrophthalmus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,f336b9ec-20c1-41ef-881f-ca5af6eb9dd1,Natuurpunt,,present,bycatch,16-05-2019_mol14,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,73b540a9-b643-47c9-ba95-e1830f705af2,mol 14,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Lepomis gibbosus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,52f7a99d-f6dc-46dd-8bbf-7281c5674537,Natuurpunt,,present,bycatch,16-05-2019_mol34,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,e23906f6-6d6b-4fff-913f-78a71ae22002,mol 34,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Pseudorasbora parva,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,611df17c-2ad9-4fa4-996f-d2769476393a,Natuurpunt,,present,bycatch,16-05-2019_mol34,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,e23906f6-6d6b-4fff-913f-78a71ae22002,mol 34,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Scardinius erythrophthalmus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,062de49f-1b2c-4579-acbd-92bf5c703443,Natuurpunt,,present,bycatch,16-05-2019_mol34,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,e23906f6-6d6b-4fff-913f-78a71ae22002,mol 34,Europe,BE,NA,NA,WGS84,707.1067811865476,Natuurpunt,validated,Lepomis gibbosus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,5012e973-38b1-4b5d-9eb2-b33e627f7d03,INBO,,present,bycatch,16-05-2019_mol42,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,b1aff4a7-a117-4f8e-b48a-f0875772598e,mol 42,Europe,BE,NA,NA,WGS84,707.1067811865476,INBO,validated,Pseudorasbora parva,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,c50c0141-d26a-4250-85aa-ebf9ed59c4d3,INBO,,present,bycatch,16-05-2019_mol42,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,b1aff4a7-a117-4f8e-b48a-f0875772598e,mol 42,Europe,BE,NA,NA,WGS84,707.1067811865476,INBO,validated,Scardinius erythrophthalmus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,d045bb69-f61e-42e1-9a7a-ca8301fde387,INBO,,present,bycatch,16-05-2019_mol42,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,b1aff4a7-a117-4f8e-b48a-f0875772598e,mol 42,Europe,BE,NA,NA,WGS84,707.1067811865476,INBO,validated,Lepomis gibbosus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,93530669-1131-4ec7-8935-acbf3460a6c2,INBO,,present,bycatch,16-05-2019_mol42,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,b1aff4a7-a117-4f8e-b48a-f0875772598e,mol 42,Europe,BE,NA,NA,WGS84,707.1067811865476,INBO,validated,Leucaspius delineatus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,a29a6006-b044-41e7-9906-1e10429c055d,INBO,,present,bycatch,16-05-2019_mol43,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,d2e13b08-80d3-41b2-a386-2744ffceab95,mol 43,Europe,BE,NA,NA,WGS84,707.1067811865476,INBO,validated,Leucaspius delineatus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,0fe4e4da-6373-404e-836b-9ad4d256b48a,INBO,,present,bycatch,16-05-2019_mol43,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,d2e13b08-80d3-41b2-a386-2744ffceab95,mol 43,Europe,BE,NA,NA,WGS84,707.1067811865476,INBO,validated,Pseudorasbora parva,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,9ebe7bfc-6b3f-459e-9618-95f6859bd66b,INBO,,present,bycatch,16-05-2019_mol43,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,d2e13b08-80d3-41b2-a386-2744ffceab95,mol 43,Europe,BE,NA,NA,WGS84,707.1067811865476,INBO,validated,Gasterosteus aculeatus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,44de38d6-9a28-4956-a2a3-d94a0405528a,INBO,,present,bycatch,16-05-2019_mol43,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,d2e13b08-80d3-41b2-a386-2744ffceab95,mol 43,Europe,BE,NA,NA,WGS84,707.1067811865476,INBO,validated,Lepomis gibbosus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,ce85fd09-a5a8-4edd-b886-841ab5814207,INBO,,present,bycatch,16-05-2019_mol39,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,9c52e9f1-b191-4c05-bbdd-33b82d43d12a,mol 39,Europe,BE,NA,NA,WGS84,707.1067811865476,INBO,validated,Pseudorasbora parva,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,64b880dd-a823-4b45-b6c2-16d2af2ed5fe,INBO,,present,bycatch,16-05-2019_mol39,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,9c52e9f1-b191-4c05-bbdd-33b82d43d12a,mol 39,Europe,BE,NA,NA,WGS84,707.1067811865476,INBO,validated,Anguilla anguilla,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,1971a3a9-3750-4046-a80a-2ae521d805f2,INBO,,present,bycatch,16-05-2019_mol39,2019-05-16,freshwater; stagnant,"catch, fike",1,fyke,unknown,unknown,9c52e9f1-b191-4c05-bbdd-33b82d43d12a,mol 39,Europe,BE,NA,NA,WGS84,707.1067811865476,INBO,validated,Lepomis gibbosus,Animalia,species,ICZN
