type,language,license,rightsHolder,accessRights,datasetID,datasetName,basisOfRecord,occurrenceID,recordedBy,individualCount,occurrenceStatus,occurrenceRemarks,eventID,eventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,sex,lifeStage,locationID,locality,continent,countryCode,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,identifiedBy,identificationVerificationStatus,scientificName,kingdom,taxonRank,nomenclaturalCode
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,19bcffe6-b8c0-47ae-bfc9-15bced1d906f,Natuurpunt,3,present,target species,08-05-2019_nijlenb10,2019-05-08,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae no legs,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,8a38fd4b-2b4f-438a-81e4-634e844ad632,Natuurpunt,10,present,target species,08-05-2019_nijlenb10,2019-05-08,freshwater; stagnant,"catch, fike",3,fyke,unknown,smallest larvae < 5cm no legs,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,c270d6a3-d820-4554-a4db-36c54be0034e,Natuurpunt,21,present,target species,08-05-2019_nijlenb10,2019-05-08,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae no legs,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,c4e57ef6-aa58-4d79-aa59-e0180f1bffbd,Natuurpunt,4,present,target species,08-05-2019_nijlenb10,2019-05-08,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae with hind legs < 1cm,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,f98f41dc-a67d-4cc1-9bae-de70406eb2f8,Natuurpunt,2,present,target species,08-05-2019_nijlenb10,2019-05-08,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae with hind legs > 1cm,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,f1ffc8bf-105f-423d-aea0-e32dca8a9c73,Natuurpunt,1,present,target species,08-05-2019_nijlenb10,2019-05-08,freshwater; stagnant,"catch, fike",3,fyke,female,adult,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,c709fb71-3340-4f33-a6a8-67472663e3c8,Natuurpunt,10,present,target species,29-05-2019_nijlenb10,2019-05-29,freshwater; stagnant,"catch, fike",3,fyke,unknown,smallest larvae < 5cm no legs,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,de80132e-bdf0-49d4-b45d-afc4162ff670,Natuurpunt,14,present,target species,29-05-2019_nijlenb10,2019-05-29,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae no legs,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,3c137021-f972-4be3-bc3c-b8b9c59b9e10,Natuurpunt,7,present,target species,29-05-2019_nijlenb10,2019-05-29,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae with hind legs < 1cm,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,3934cc40-e006-4191-9269-d2ef2aea878f,Natuurpunt,7,present,target species,29-05-2019_nijlenb10,2019-05-29,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae with hind legs > 1cm,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,21302db9-4ae3-4a47-91c2-d3a4c3c5b382,Natuurpunt,4,present,target species,29-05-2019_nijlenb10,2019-05-29,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae no legs,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,9068b33e-fb71-4c32-b0f7-b1a6d7ef2f13,Natuurpunt,6,present,target species,29-05-2019_nijlenb10,2019-05-29,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae with hind legs < 1cm,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,e15c0820-d6bc-48ab-bce9-0ff6ef100cc3,Natuurpunt,8,present,target species,29-05-2019_nijlenb10,2019-05-29,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae with hind legs > 1cm,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,e9926003-9710-45d1-8b3a-06e9c8e1fce7,Natuurpunt,0,absent,target species,29-05-2019_nijlenb10,2019-05-29,freshwater; stagnant,"catch, fike",3,fyke,unknown,metamorph with tail,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,787a6847-9fdb-49da-b5ef-df8c6fa72145,Natuurpunt,4,present,target species,29-05-2019_nijlenb10,2019-05-29,freshwater; stagnant,"catch, fike",3,fyke,unknown,smallest larvae < 5cm no legs,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,8db81bec-df55-44c9-aca5-023b015afac3,Natuurpunt,18,present,target species,29-05-2019_nijlenb10,2019-05-29,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae no legs,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,d9c1d498-f91e-4e12-be6c-dd78eb875610,Natuurpunt,1,present,target species,29-05-2019_nijlenb10,2019-05-29,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae with hind legs < 1cm,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,db2fab94-f514-406a-9ca5-e05b7916c450,Natuurpunt,7,present,target species,29-05-2019_nijlenb10,2019-05-29,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae with hind legs > 1cm,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,950bc6c4-984c-466b-a861-d913ffda3ce0,Natuurpunt,1,present,target species,08-05-2019_nijlenb9,2019-05-08,freshwater; stagnant,"catch, fike",1,fyke,unknown,smallest larvae < 5cm no legs,abd1f412-8e63-4eae-bf83-afa3f0d03b33,nijlen b9,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,8fdb740a-ce2a-48de-82a7-baf8116ecc2f,Natuurpunt,5,present,target species,22-05-2019_nijlenb10,2019-05-22,freshwater; stagnant,"catch, fike",3,fyke,unknown,smallest larvae < 5cm no legs,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,b23bd849-9c5b-4acf-bcd3-4b9f32e90563,Natuurpunt,43,present,target species,22-05-2019_nijlenb10,2019-05-22,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae no legs,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,32bfcb82-be39-4846-9b74-94f1a4ab86f4,Natuurpunt,14,present,target species,22-05-2019_nijlenb10,2019-05-22,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae with hind legs < 1cm,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,beb796b3-86e0-493e-b79f-c2644d73429b,Natuurpunt,2,present,target species,22-05-2019_nijlenb10,2019-05-22,freshwater; stagnant,"catch, fike",3,fyke,unknown,smallest larvae < 5cm no legs,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,0915d491-7a46-4786-8e94-005ed7413727,Natuurpunt,11,present,target species,22-05-2019_nijlenb10,2019-05-22,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae no legs,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,80059630-d1f0-4dc4-b169-8b2411372844,Natuurpunt,2,present,target species,22-05-2019_nijlenb10,2019-05-22,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae with hind legs < 1cm,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,9e64e323-53ec-45db-9b30-9aed303546aa,Natuurpunt,3,present,target species,22-05-2019_nijlenb10,2019-05-22,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae with hind legs > 1cm,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,77d56389-5a50-4c32-8e2f-e551c778c44d,Natuurpunt,1,present,target species,22-05-2019_nijlenb10,2019-05-22,freshwater; stagnant,"catch, fike",3,fyke,female,adult,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,b2c8e498-f059-4af9-8d94-e6a6ed2b0b3b,Natuurpunt,5,present,target species,22-05-2019_nijlenb10,2019-05-22,freshwater; stagnant,"catch, fike",3,fyke,unknown,smallest larvae < 5cm no legs,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,380eaa8a-f0b2-4e91-8e9e-d1f767e37569,Natuurpunt,20,present,target species,22-05-2019_nijlenb10,2019-05-22,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae no legs,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,7ba81610-7a92-488e-b710-ae3b4ecf3d23,Natuurpunt,8,present,target species,22-05-2019_nijlenb10,2019-05-22,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae with hind legs < 1cm,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,95e6897c-1306-492b-94b2-3c6106da0092,Natuurpunt,8,present,target species,22-05-2019_nijlenb10,2019-05-22,freshwater; stagnant,"catch, fike",3,fyke,unknown,larvae with hind legs > 1cm,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/daf62d,"Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)",HumanObservation,11e5a2c5-4f10-4426-94df-e0659eab2c58,Natuurpunt,2,present,target species,22-05-2019_nijlenb10,2019-05-22,freshwater; stagnant,"catch, fike",3,fyke,female,adult,554e3c11-e529-4b0b-a162-714c72d3547e,nijlen b10,Europe,BE,51.13312,4.60129,WGS84,707.1067811865476,Natuurpunt,validated,Lithobates catesbeianus,Animalia,species,ICZN
