Tijdstempel,Invuller 2,Datum,Jaar,Locatie,actie,fuiklengte,Net verhoogd?,lat_vijver,long_vijver,lat_grid,long_grid,Type,locationID,Organisation,eventID,no_fuiken,fuikNr,Opmerkingen,L1,L0,L2,M2,AV,AM,L00,M1,Hoek,fuiktype,larven_fuik,juveniel_fuik,adult_fuik,totaal_fuik,correctie_factor,larven_corrected,juveniel_corrected,adult_corrected,totaal_fuik_corrected,MX,AX,LX
2020-08-10T09:02:05Z,Michaël Merckx,2020-08-01,2020,nijlen l9,Afvangst,20m,TRUE,51.133487,4.585863,51.132458670426814,4.587032833716174,Stilstaand,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,Natuurpunt,01-08-2020_nijlen l9,8,Fuik 1,Pos,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2020-08-10T09:02:05Z,Michaël Merckx,2020-08-01,2020,nijlen l9,Afvangst,20m,TRUE,51.133487,4.585863,51.132458670426814,4.587032833716174,Stilstaand,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,Natuurpunt,01-08-2020_nijlen l9,8,Fuik 2,Pos,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-09-01T11:26:23Z,Kris Meeus,2021-09-01,2021,herselt 24,Afvangst,13m,TRUE,51.023256,4.860397,51.018662193645355,4.85764659542333,Stilstaand,5AF93254-9677-491F-9F3A-CE0B01297D22,Natuurwerk,01-09-2021_herselt 24,3,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-09-02T08:57:36Z,Kris Meeus,2021-09-01,2021,herselt 25,Afvangst,20m,TRUE,51.022956,4.859925,51.018662193645355,4.85764659542333,Stilstaand,C7536019-AE79-47BE-B188-6B626876B8E1,Natuurwerk,01-09-2021_herselt 25,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-09-02T08:59:09Z,Kris Meeus,2021-09-01,2021,herselt 25,Afvangst,13m,TRUE,51.022956,4.859925,51.018662193645355,4.85764659542333,Stilstaand,C7536019-AE79-47BE-B188-6B626876B8E1,Natuurwerk,01-09-2021_herselt 25,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-09-01T10:54:44Z,NA,2021-09-01,2021,herselt 27,Afvangst,20m,TRUE,51.021711,4.859383,51.018662193645355,4.85764659542333,Stilstaand,960CB039-9B3D-4F2B-9E00-E21A3AF1A2E7,Natuurwerk,01-09-2021_herselt 27,2,Fuik 1,NA,NA,1,NA,NA,NA,NA,NA,NA,180,dubbele fuik,1,0,0,1,1,1,0,0,1,NA,NA,NA
2021-09-01T11:51:48Z,NA,2021-09-01,2021,herselt 27,Afvangst,13m,TRUE,51.021711,4.859383,51.018662193645355,4.85764659542333,Stilstaand,960CB039-9B3D-4F2B-9E00-E21A3AF1A2E7,Natuurwerk,01-09-2021_herselt 27,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2022-10-01T16:21:38Z,Michaël Merckx,2022-10-01,2022,steenkesloop 1,Afvangst,13m,TRUE,51.062317,4.801671,51.060935515480075,4.795721236945237,Stilstaand,B08D8107-F3B5-4C98-9757-147574C9402D,Natuurpunt,01-10-2022_steenkesloop 1,4,Fuik 1,NA,NA,NA,NA,1,NA,NA,NA,NA,180,dubbele fuik,0,1,0,1,1,0,1,0,1,NA,NA,NA
2021-06-03T10:41:15Z,Kris Meeus,2021-06-02,2021,laakdal 41,Afvangst,13m,TRUE,51.076638,4.966807,51.07744607607217,4.965574662804474,Stilstaand,3FF122FA-A234-4A59-B023-BF7A15813990,Natuurwerk,02-06-2021_laakdal 41,3,Fuik 1,NA,4,25,2,NA,NA,NA,3,NA,45°,dubbele fuik,34,0,0,34,1,34,0,0,34,NA,NA,NA
2021-06-03T10:29:54Z,Kris Meeus,2021-06-02,2021,laakdal 41,Afvangst,NA,TRUE,51.076638,4.966807,51.07744607607217,4.965574662804474,Stilstaand,3FF122FA-A234-4A59-B023-BF7A15813990,Natuurwerk,02-06-2021_laakdal 41,12,Fuik 2,NA,12,26,3,NA,NA,1,6,NA,45°,enkele fuik,47,0,1,49,1,47,0,1,49,NA,NA,NA
2021-06-03T09:59:14Z,Michaël Merckx,2021-06-02,2021,nijlen h1,Afvangst,13m,FALSE,51.118646,4.598523,51.11520175785247,4.603384764963013,Stilstaand,e4967c07-aaa3-4aa5-9ba6-54322313066c,Natuurpunt,02-06-2021_nijlen h1,8,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-06-03T09:59:14Z,Michaël Merckx,2021-06-02,2021,nijlen h1,Afvangst,13m,FALSE,51.118646,4.598523,51.11520175785247,4.603384764963013,Stilstaand,e4967c07-aaa3-4aa5-9ba6-54322313066c,Natuurpunt,02-06-2021_nijlen h1,8,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-06-03T09:59:14Z,Michaël Merckx,2021-06-02,2021,nijlen h1,Afvangst,13m,FALSE,51.118646,4.598523,51.11520175785247,4.603384764963013,Stilstaand,e4967c07-aaa3-4aa5-9ba6-54322313066c,Natuurpunt,02-06-2021_nijlen h1,8,Fuik 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-06-03T09:17:33Z,NA,2021-06-02,2021,scheps 6,Afvangst,20m,FALSE,51.145067,5.148329,51.148101126812215,5.144131169377839,Stilstaand,3f097ed2-a6e2-4db8-ab6d-eb411d610792,INBO,02-06-2021_scheps 6,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-06-03T09:21:46Z,NA,2021-06-02,2021,scheps 6,Afvangst,13m,FALSE,51.145067,5.148329,51.148101126812215,5.144131169377839,Stilstaand,3f097ed2-a6e2-4db8-ab6d-eb411d610792,INBO,02-06-2021_scheps 6,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-06-02T11:03:02Z,NA,2021-06-02,2021,scheps 7,Afvangst,13m,FALSE,51.14556,5.148812,51.148101126812215,5.144131169377839,Stilstaand,009d325e-8c76-4049-bc69-31f6163e254e,INBO,02-06-2021_scheps 7,4,Fuik 1,Tussennet vijftal cm onderwater,2,3,NA,NA,NA,NA,1,NA,00°,dubbele fuik,6,0,0,6,1,6,0,0,6,NA,NA,NA
2021-06-02T11:03:02Z,NA,2021-06-02,2021,scheps 7,Afvangst,13m,FALSE,51.14556,5.148812,51.148101126812215,5.144131169377839,Stilstaand,009d325e-8c76-4049-bc69-31f6163e254e,INBO,02-06-2021_scheps 7,4,Fuik 2,NA,1,8,NA,NA,NA,NA,1,NA,00°,dubbele fuik,10,0,0,6,1,10,0,0,6,NA,NA,NA
2021-06-02T11:09:27Z,NA,2021-06-02,2021,scheps 8,Afvangst,20m,FALSE,51.145026,5.14904,51.148101126812215,5.144131169377839,Stilstaand,909d4ce7-901a-499c-b993-242731897f23,INBO,02-06-2021_scheps 8,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,45°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-06-02T11:13:35Z,NA,2021-06-02,2021,scheps 8,Afvangst,13m,FALSE,51.145026,5.14904,51.148101126812215,5.144131169377839,Stilstaand,909d4ce7-901a-499c-b993-242731897f23,INBO,02-06-2021_scheps 8,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-06-02T15:03:54Z,NA,2021-06-02,2021,scheps 9,Afvangst,20m,FALSE,51.14507,5.149706,51.148101126812215,5.144131169377839,Stilstaand,dacf70c7-504f-401e-8d63-1a361709fd5f,INBO,02-06-2021_scheps 9,2,Fuik 1,NA,NA,NA,1,NA,NA,NA,NA,NA,00°,dubbele fuik,1,0,0,1,1,1,0,0,1,NA,NA,NA
2021-06-03T08:30:49Z,NA,2021-06-02,2021,scheps 9,Afvangst,13m,FALSE,51.14507,5.149706,51.148101126812215,5.144131169377839,Stilstaand,dacf70c7-504f-401e-8d63-1a361709fd5f,INBO,02-06-2021_scheps 9,2,Fuik 2,NA,NA,NA,5,NA,NA,NA,NA,NA,45°,dubbele fuik,5,0,0,5,1,5,0,0,5,NA,NA,NA
2021-07-06T09:16:17Z,Kris Meeus,2021-07-02,2021,laakdal 40,Afvangst,20m,TRUE,51.077892,4.968266,51.07744607607217,4.965574662804474,Stilstaand,34C31F9E-FA3D-45E3-8863-C13CD55F42EA,Natuurwerk,02-07-2021_laakdal 40,3,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-07-06T09:16:17Z,Kris Meeus,2021-07-02,2021,laakdal 40,Afvangst,20m,TRUE,51.077892,4.968266,51.07744607607217,4.965574662804474,Stilstaand,34C31F9E-FA3D-45E3-8863-C13CD55F42EA,Natuurwerk,02-07-2021_laakdal 40,3,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-07-06T12:10:31Z,Michaël Merckx,2021-07-02,2021,nijlen l9,Afvangst,20m,FALSE,51.133487,4.585863,51.132458670426814,4.587032833716174,Stilstaand,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,Natuurpunt,02-07-2021_nijlen l9,8,Fuik 1,Dikkop meerkikker,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-07-06T12:10:31Z,Michaël Merckx,2021-07-02,2021,nijlen l9,Afvangst,20m,FALSE,51.133487,4.585863,51.132458670426814,4.587032833716174,Stilstaand,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,Natuurpunt,02-07-2021_nijlen l9,8,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,45°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-09-02T11:13:54Z,Kris Meeus,2021-09-02,2021,herselt 24,Afvangst,13m,TRUE,51.023256,4.860397,51.018662193645355,4.85764659542333,Stilstaand,5AF93254-9677-491F-9F3A-CE0B01297D22,Natuurwerk,02-09-2021_herselt 24,3,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-09-03T08:47:18Z,Kris Meeus,2021-09-02,2021,herselt 25,Afvangst,20m,TRUE,51.022956,4.859925,51.018662193645355,4.85764659542333,Stilstaand,C7536019-AE79-47BE-B188-6B626876B8E1,Natuurwerk,02-09-2021_herselt 25,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-09-03T09:13:54Z,Kris Meeus,2021-09-02,2021,herselt 25,Afvangst,13m,TRUE,51.022956,4.859925,51.018662193645355,4.85764659542333,Stilstaand,C7536019-AE79-47BE-B188-6B626876B8E1,Natuurwerk,02-09-2021_herselt 25,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-09-03T09:42:14Z,NA,2021-09-02,2021,herselt 26,Afvangst,13m,TRUE,51.022727,4.859565,51.018662193645355,4.85764659542333,Stilstaand,651F4162-DFD3-4E85-947D-78753627E40E,Natuurwerk,02-09-2021_herselt 26,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-06-03T11:22:15Z,Rik Van Noten,2021-06-03,2021,griesbroek 6,Afvangst,20m,TRUE,51.144542,5.129246,51.14750351785501,5.129866885138804,Stilstaand,03dc3f07-506f-4c71-bbcd-ad24c177cab5,Natuurwerk,03-06-2021_griesbroek 6,8,Fuik 1,NA,4,2,1,NA,NA,1,NA,NA,45°,dubbele fuik,7,0,1,8,1,7,0,1,8,NA,NA,NA
2021-06-03T11:22:15Z,Rik Van Noten,2021-06-03,2021,griesbroek 6,Afvangst,20m,TRUE,51.144542,5.129246,51.14750351785501,5.129866885138804,Stilstaand,03dc3f07-506f-4c71-bbcd-ad24c177cab5,Natuurwerk,03-06-2021_griesbroek 6,8,Fuik 2,NA,NA,4,NA,NA,NA,1,NA,NA,45°,dubbele fuik,4,0,1,8,1,4,0,1,8,NA,NA,NA
2021-06-04T10:59:39Z,Kris Meeus,2021-06-03,2021,laakdal 41,Afvangst,13m,TRUE,51.076638,4.966807,51.07744607607217,4.965574662804474,Stilstaand,3FF122FA-A234-4A59-B023-BF7A15813990,Natuurwerk,03-06-2021_laakdal 41,3,Fuik 1,NA,15,42,18,NA,NA,NA,5,NA,45°,dubbele fuik,80,0,0,80,1,80,0,0,80,NA,NA,NA
2021-06-03T11:23:20Z,Kris Meeus,2021-06-03,2021,laakdal 41,Afvangst,NA,TRUE,51.076638,4.966807,51.07744607607217,4.965574662804474,Stilstaand,3FF122FA-A234-4A59-B023-BF7A15813990,Natuurwerk,03-06-2021_laakdal 41,12,Fuik 2,NA,4,45,5,NA,NA,NA,3,NA,45°,enkele fuik,57,0,0,84,1,57,0,0,84,NA,NA,NA
2021-06-03T11:21:33Z,Michaël Merckx,2021-06-03,2021,nijlen h1,Afvangst,20m,FALSE,51.118646,4.598523,51.11520175785247,4.603384764963013,Stilstaand,e4967c07-aaa3-4aa5-9ba6-54322313066c,Natuurpunt,03-06-2021_nijlen h1,8,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-06-03T11:21:33Z,Michaël Merckx,2021-06-03,2021,nijlen h1,Afvangst,20m,FALSE,51.118646,4.598523,51.11520175785247,4.603384764963013,Stilstaand,e4967c07-aaa3-4aa5-9ba6-54322313066c,Natuurpunt,03-06-2021_nijlen h1,8,Fuik 2,Niets,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-06-03T13:37:41Z,NA,2021-06-03,2021,scheps 6,Afvangst,20m,FALSE,51.145067,5.148329,51.148101126812215,5.144131169377839,Stilstaand,3f097ed2-a6e2-4db8-ab6d-eb411d610792,INBO,03-06-2021_scheps 6,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-06-04T08:45:58Z,NA,2021-06-03,2021,scheps 6,Afvangst,13m,FALSE,51.145067,5.148329,51.148101126812215,5.144131169377839,Stilstaand,3f097ed2-a6e2-4db8-ab6d-eb411d610792,INBO,03-06-2021_scheps 6,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-06-03T12:54:11Z,NA,2021-06-03,2021,scheps 7,Afvangst,13m,FALSE,51.14556,5.148812,51.148101126812215,5.144131169377839,Stilstaand,009d325e-8c76-4049-bc69-31f6163e254e,INBO,03-06-2021_scheps 7,4,Fuik 1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,2,0,0,2,1,2,0,0,2,NA,NA,NA
2021-06-03T12:54:11Z,NA,2021-06-03,2021,scheps 7,Afvangst,13m,FALSE,51.14556,5.148812,51.148101126812215,5.144131169377839,Stilstaand,009d325e-8c76-4049-bc69-31f6163e254e,INBO,03-06-2021_scheps 7,4,Fuik 2,NA,NA,8,NA,NA,NA,NA,64,NA,00°,dubbele fuik,72,0,0,2,1,72,0,0,2,NA,NA,NA
2021-06-03T13:01:06Z,NA,2021-06-03,2021,scheps 8,Afvangst,20m,FALSE,51.145026,5.14904,51.148101126812215,5.144131169377839,Stilstaand,909d4ce7-901a-499c-b993-242731897f23,INBO,03-06-2021_scheps 8,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,45°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-06-03T13:16:08Z,NA,2021-06-03,2021,scheps 8,Afvangst,13m,FALSE,51.145026,5.14904,51.148101126812215,5.144131169377839,Stilstaand,909d4ce7-901a-499c-b993-242731897f23,INBO,03-06-2021_scheps 8,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-06-04T10:16:30Z,NA,2021-06-03,2021,scheps 9,Afvangst,20m,FALSE,51.14507,5.149706,51.148101126812215,5.144131169377839,Stilstaand,dacf70c7-504f-401e-8d63-1a361709fd5f,INBO,03-06-2021_scheps 9,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-06-04T10:30:24Z,NA,2021-06-03,2021,scheps 9,Afvangst,13m,FALSE,51.14507,5.149706,51.148101126812215,5.144131169377839,Stilstaand,dacf70c7-504f-401e-8d63-1a361709fd5f,INBO,03-06-2021_scheps 9,2,Fuik 2,NA,NA,NA,1,NA,NA,NA,NA,NA,45°,dubbele fuik,1,0,0,1,1,1,0,0,1,NA,NA,NA
2021-07-07T10:16:27Z,Michaël Merckx,2021-07-03,2021,nijlen l9,Afvangst,20m,FALSE,51.133487,4.585863,51.132458670426814,4.587032833716174,Stilstaand,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,Natuurpunt,03-07-2021_nijlen l9,8,Fuik 1,Larven meerkikker,NA,NA,NA,NA,NA,NA,NA,NA,00°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-07-07T10:16:27Z,Michaël Merckx,2021-07-03,2021,nijlen l9,Afvangst,20m,FALSE,51.133487,4.585863,51.132458670426814,4.587032833716174,Stilstaand,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,Natuurpunt,03-07-2021_nijlen l9,8,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,45°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-08-04T08:51:52Z,NA,2021-08-03,2021,molse nete 27,Afvangst,20m,TRUE,51.187407,5.159299,51.18456088293367,5.154624092111516,Stilstaand,13C21386-73BD-4394-BF8C-D621BB1AE140,Natuurwerk,03-08-2021_molse nete 27,4,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-08-04T08:51:52Z,NA,2021-08-03,2021,molse nete 27,Afvangst,20m,TRUE,51.187407,5.159299,51.18456088293367,5.154624092111516,Stilstaand,13C21386-73BD-4394-BF8C-D621BB1AE140,Natuurwerk,03-08-2021_molse nete 27,4,Fuik 2,NA,NA,NA,NA,1,2,0,NA,NA,45°,dubbele fuik,0,1,2,0,1,0,1,2,0,NA,NA,NA
2021-08-04T10:54:52Z,NA,2021-08-03,2021,molse nete 29,Afvangst,20m,TRUE,51.18624,5.159379,51.18456088293367,5.154624092111516,NA,B58A0CA0-1DD3-4A71-B356-C088AF4BA385,Natuurwerk,03-08-2021_molse nete 29,4,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,45°,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-08-04T10:54:52Z,NA,2021-08-03,2021,molse nete 29,Afvangst,20m,TRUE,51.18624,5.159379,51.18456088293367,5.154624092111516,NA,B58A0CA0-1DD3-4A71-B356-C088AF4BA385,Natuurwerk,03-08-2021_molse nete 29,4,Fuik 2,NA,NA,NA,NA,NA,NA,NA,12,NA,45°,dubbele fuik,12,0,0,0,1,12,0,0,0,NA,NA,NA
2021-09-03T11:05:18Z,Kris Meeus,2021-09-03,2021,herselt 24,Afvangst,13m,TRUE,51.023256,4.860397,51.018662193645355,4.85764659542333,Stilstaand,5AF93254-9677-491F-9F3A-CE0B01297D22,Natuurwerk,03-09-2021_herselt 24,3,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-09-15T10:52:12Z,Kris Meeus,2021-09-03,2021,herselt 25,Afvangst,20m,TRUE,51.022956,4.859925,51.018662193645355,4.85764659542333,Stilstaand,C7536019-AE79-47BE-B188-6B626876B8E1,Natuurwerk,03-09-2021_herselt 25,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-09-15T10:59:16Z,Kris Meeus,2021-09-03,2021,herselt 25,Afvangst,13m,TRUE,51.022956,4.859925,51.018662193645355,4.85764659542333,Stilstaand,C7536019-AE79-47BE-B188-6B626876B8E1,Natuurwerk,03-09-2021_herselt 25,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-09-03T11:51:43Z,NA,2021-09-03,2021,herselt 27,Afvangst,20m,TRUE,51.021711,4.859383,51.018662193645355,4.85764659542333,Stilstaand,960CB039-9B3D-4F2B-9E00-E21A3AF1A2E7,Natuurwerk,03-09-2021_herselt 27,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-09-03T13:21:52Z,NA,2021-09-03,2021,herselt 27,Afvangst,13m,TRUE,51.021711,4.859383,51.018662193645355,4.85764659542333,Stilstaand,960CB039-9B3D-4F2B-9E00-E21A3AF1A2E7,Natuurwerk,03-09-2021_herselt 27,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,dubbele fuik,0,0,0,0,1,0,0,0,0,NA,NA,NA
2021-05-11T08:43:32Z,Kris Meeus,2021-05-04,2021,griesbroek 6,Afvangst,13m,TRUE,51.144542,5.129246,51.14750351785501,5.129866885138804,Stilstaand,03dc3f07-506f-4c71-bbcd-ad24c177cab5,Natuurwerk,04-05-2021_griesbroek 6,8,Fuik 1,NA,17,84,9,NA,NA,NA,6,NA,45°,dubbele fuik,116,0,0,116,1,116,0,0,116,NA,NA,NA
