Tijdstempel,Invuller 2,Datum,Jaar,actie,fuiklengte,Net verhoogd?,lat_vijver,long_vijver,lat_grid,long_grid,Type,locationID,Organisation,eventID,no_fuiken,fuikNr,Opmerkingen,L1,L0,L2,M2,AV,AM,L00,M1,Hoek,fuiktype,larven_fuik,juveniel_fuik,adult_fuik,totaal_fuik,correctie_factor,AX,LX,MX,larven_corrected,totaal_corrected,juveniel_corrected,adult_corrected
NA,NA,2018-07-18,2018,Afvangst,NA,NA,51.246951,5.009471,51.25023379392037,5.004096622013363,Stilstaand,007f5913-1bdf-4e46-b2e3-587a0437fdbc,NA,2018-07-18_retiebaan 1,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-09-28,2017,Afvangst,NA,NA,51.147762,5.165619,51.148696985730716,5.158395792514139,Stilstaand,9b687d24-d067-476e-a99c-06ffa0eb3628,NA,2017-09-28_scheps 14,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-09-28,2017,Afvangst,NA,NA,51.147762,5.165619,51.148696985730716,5.158395792514139,Stilstaand,9b687d24-d067-476e-a99c-06ffa0eb3628,NA,2017-09-28_scheps 14,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-08-30,2018,Afvangst,NA,NA,51.133253277903314,4.610848773576713,51.13378533706658,4.6155400426086395,Stilstaand,2bf517f6-cd27-48e5-aa70-e60af3d31a1d,NA,2018-08-30_nijlen c9,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-08-14,2018,Afvangst,NA,NA,51.247718,5.008589,51.25023379392037,5.004096622013363,Stilstaand,4e76c083-9d1e-4900-8395-911d04e4e5ea,NA,2018-08-14_retiebaan 2,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-06-21,2018,Afvangst,NA,NA,51.133649961966704,4.59839988780076,51.13312287763877,4.601286250000115,Stilstaand,01c64427-44d5-497c-bbdc-dbff8b1c8dc7,NA,2018-06-21_nijlen d3,3,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-06-21,2018,Afvangst,NA,NA,51.133649961966704,4.59839988780076,51.13312287763877,4.601286250000115,Stilstaand,01c64427-44d5-497c-bbdc-dbff8b1c8dc7,NA,2018-06-21_nijlen d3,3,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-09-28,2017,Afvangst,NA,NA,51.147939,5.166174,51.14929109449893,5.172660754244262,Stilstaand,f4f7fd3b-ee23-4b32-a12e-9462eab68ae7,NA,2017-09-28_scheps 15,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-08-01,2018,Afvangst,NA,NA,51.133004176008946,4.609995831179253,51.13378533706658,4.6155400426086395,Stilstaand,cc1aa878-8d0f-454c-807a-775f2b64ba43,NA,2018-08-01_nijlen c8,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-09-05,2018,Afvangst,NA,NA,51.133649961966704,4.59839988780076,51.13312287763877,4.601286250000115,Stilstaand,01c64427-44d5-497c-bbdc-dbff8b1c8dc7,NA,2018-09-05_nijlen d3,1,Fuik 1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,dubbele fuik,1,0,0,1,1,NA,NA,NA,1,1,0,0
NA,NA,2017-04-25,2017,Afvangst,NA,NA,51.466384,4.748274,51.464226557721666,4.749790209293269,Stilstaand,452753cf-3165-4e65-8c2a-6c36c8325a96,NA,2017-04-25_banaan,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-07-20,2017,Afvangst,NA,NA,51.246951,5.009471,51.25023379392037,5.004096622013363,Stilstaand,007f5913-1bdf-4e46-b2e3-587a0437fdbc,NA,2017-07-20_retiebaan 1,3,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-08-02,2017,Afvangst,NA,NA,51.228243,4.980922,51.23107384648721,4.9774688351861265,Stilstaand,4155d322-4f87-46a9-88f6-4e123bd5342b,NA,2017-08-02_watermolen,4,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-08-01,2018,Afvangst,NA,NA,51.133004176008946,4.609995831179253,51.13378533706658,4.6155400426086395,Stilstaand,cc1aa878-8d0f-454c-807a-775f2b64ba43,NA,2018-08-01_nijlen c8,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-06-22,2018,Afvangst,NA,NA,51.133649961966704,4.59839988780076,51.13312287763877,4.601286250000115,Stilstaand,01c64427-44d5-497c-bbdc-dbff8b1c8dc7,NA,2018-06-22_nijlen d3,3,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-10-26,2017,Afvangst,NA,NA,51.133253277903314,4.610848773576713,51.13378533706658,4.6155400426086395,Stilstaand,2bf517f6-cd27-48e5-aa70-e60af3d31a1d,NA,2017-10-26_nijlen c9,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-07-28,2017,Afvangst,NA,NA,51.133815435348396,4.6085742605168205,51.13378533706658,4.6155400426086395,Stilstaand,2040468b-670f-43f8-81b2-fba28525fc5d,NA,2017-07-28_nijlen c5,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-06-21,2018,Afvangst,NA,NA,51.133649961966704,4.59839988780076,51.13312287763877,4.601286250000115,Stilstaand,01c64427-44d5-497c-bbdc-dbff8b1c8dc7,NA,2018-06-21_nijlen d3,3,Fuik 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-07-28,2017,Afvangst,NA,NA,51.13360336478082,4.610199679047829,51.13378533706658,4.6155400426086395,Stilstaand,54aa7fc6-cad7-454a-b81d-3e235cfdaffa,NA,2017-07-28_nijlen c6,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-04-25,2017,Afvangst,NA,NA,51.466384,4.748274,51.464226557721666,4.749790209293269,Stilstaand,452753cf-3165-4e65-8c2a-6c36c8325a96,NA,2017-04-25_banaan,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-08-30,2018,Afvangst,NA,NA,51.133253277903314,4.610848773576713,51.13378533706658,4.6155400426086395,Stilstaand,2bf517f6-cd27-48e5-aa70-e60af3d31a1d,NA,2018-08-30_nijlen c9,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-08-31,2018,Afvangst,NA,NA,51.133175,4.609129,51.13378533706658,4.6155400426086395,Stilstaand,218F7793-178A-4C09-834F-971D8F585CFF,NA,2018-08-31_nijlen c7,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-07-26,2018,Afvangst,NA,NA,51.133649961966704,4.59839988780076,51.13312287763877,4.601286250000115,Stilstaand,01c64427-44d5-497c-bbdc-dbff8b1c8dc7,NA,2018-07-26_nijlen d3,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,dubbele fuik,4,0,0,4,1,NA,NA,NA,4,4,0,0
NA,NA,2018-06-22,2018,Afvangst,NA,NA,51.133649961966704,4.59839988780076,51.13312287763877,4.601286250000115,Stilstaand,01c64427-44d5-497c-bbdc-dbff8b1c8dc7,NA,2018-06-22_nijlen d3,3,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-08-02,2017,Afvangst,NA,NA,51.133004176008946,4.609995831179253,51.13378533706658,4.6155400426086395,Stilstaand,cc1aa878-8d0f-454c-807a-775f2b64ba43,NA,2017-08-02_nijlen c8,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-07-26,2018,Afvangst,NA,NA,51.133815435348396,4.6085742605168205,51.13378533706658,4.6155400426086395,Stilstaand,2040468b-670f-43f8-81b2-fba28525fc5d,NA,2018-07-26_nijlen c5,4,Fuik 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-07-26,2018,Afvangst,NA,NA,51.133815435348396,4.6085742605168205,51.13378533706658,4.6155400426086395,Stilstaand,2040468b-670f-43f8-81b2-fba28525fc5d,NA,2018-07-26_nijlen c5,4,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-10-18,2017,Afvangst,NA,NA,51.133815435348396,4.6085742605168205,51.13378533706658,4.6155400426086395,Stilstaand,2040468b-670f-43f8-81b2-fba28525fc5d,NA,2017-10-18_nijlen c5,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-04-25,2018,Afvangst,NA,NA,51.134376006544564,4.609100695349206,51.13378533706658,4.6155400426086395,Stilstaand,4a9c875d-e005-454a-a7f6-7d6e296f53ce,NA,2018-04-25_nijlen c2,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-07-26,2018,Afvangst,NA,NA,51.133815435348396,4.6085742605168205,51.13378533706658,4.6155400426086395,Stilstaand,2040468b-670f-43f8-81b2-fba28525fc5d,NA,2018-07-26_nijlen c5,4,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-07-26,2018,Afvangst,NA,NA,51.133815435348396,4.6085742605168205,51.13378533706658,4.6155400426086395,Stilstaand,2040468b-670f-43f8-81b2-fba28525fc5d,NA,2018-07-26_nijlen c5,4,Fuik 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-08-31,2018,Afvangst,NA,NA,51.133004176008946,4.609995831179253,51.13378533706658,4.6155400426086395,Stilstaand,cc1aa878-8d0f-454c-807a-775f2b64ba43,NA,2018-08-31_nijlen c8,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-07-27,2018,Afvangst,NA,NA,51.13402773982996,4.6093367332813235,51.13378533706658,4.6155400426086395,Stilstaand,345ff84c-1157-4694-98ce-8cc157ea7593,NA,2018-07-27_nijlen c3,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-10-26,2017,Afvangst,NA,NA,51.13360336478082,4.610199679047829,51.13378533706658,4.6155400426086395,Stilstaand,54aa7fc6-cad7-454a-b81d-3e235cfdaffa,NA,2017-10-26_nijlen c6,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-08-30,2018,Afvangst,NA,NA,51.13116242583102,4.609838381204622,51.13378533706658,4.6155400426086395,Stilstaand,681a37e6-283c-480a-8415-a7ee5567e4f1,NA,2018-08-30_nijlen c15,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-05-10,2017,Afvangst,NA,NA,51.13402773982996,4.6093367332813235,51.13378533706658,4.6155400426086395,Stilstaand,345ff84c-1157-4694-98ce-8cc157ea7593,NA,2017-05-10_nijlen c3,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-10-25,2017,Afvangst,NA,NA,51.133004176008946,4.609995831179253,51.13378533706658,4.6155400426086395,Stilstaand,cc1aa878-8d0f-454c-807a-775f2b64ba43,NA,2017-10-25_nijlen c8,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-05-10,2017,Afvangst,NA,NA,51.13382553392257,4.609625686365262,51.13378533706658,4.6155400426086395,Stilstaand,050573ff-0557-45e6-bdee-47489e82adb0,NA,2017-05-10_nijlen c4,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-10-26,2017,Afvangst,NA,NA,51.13402773982996,4.6093367332813235,51.13378533706658,4.6155400426086395,Stilstaand,345ff84c-1157-4694-98ce-8cc157ea7593,NA,2017-10-26_nijlen c3,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-10-26,2017,Afvangst,NA,NA,51.134376006544564,4.609100695349206,51.13378533706658,4.6155400426086395,Stilstaand,4a9c875d-e005-454a-a7f6-7d6e296f53ce,NA,2017-10-26_nijlen c2,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-07-28,2017,Afvangst,NA,NA,51.13089420199723,4.611742633170486,51.13378533706658,4.6155400426086395,Stilstaand,d073a0ef-0faf-4c2c-be24-8b853951acc8,NA,2017-07-28_nijlen c16,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-07-28,2017,Afvangst,NA,NA,51.13402773982996,4.6093367332813235,51.13378533706658,4.6155400426086395,Stilstaand,345ff84c-1157-4694-98ce-8cc157ea7593,NA,2017-07-28_nijlen c3,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-04-25,2018,Afvangst,NA,NA,51.13089420199723,4.611742633170486,51.13378533706658,4.6155400426086395,Stilstaand,d073a0ef-0faf-4c2c-be24-8b853951acc8,NA,2018-04-25_nijlen c16,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-10-13,2017,Afvangst,NA,NA,51.13089420199723,4.611742633170486,51.13378533706658,4.6155400426086395,Stilstaand,d073a0ef-0faf-4c2c-be24-8b853951acc8,NA,2017-10-13_nijlen c16,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-06-01,2018,Afvangst,NA,NA,51.13089420199723,4.611742633170486,51.13378533706658,4.6155400426086395,Stilstaand,d073a0ef-0faf-4c2c-be24-8b853951acc8,NA,2018-06-01_nijlen c16,3,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-08-27,2018,Afvangst,NA,NA,51.13116242583102,4.609838381204622,51.13378533706658,4.6155400426086395,Stilstaand,681a37e6-283c-480a-8415-a7ee5567e4f1,NA,2018-08-27_nijlen c15,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-06-01,2018,Afvangst,NA,NA,51.13089420199723,4.611742633170486,51.13378533706658,4.6155400426086395,Stilstaand,d073a0ef-0faf-4c2c-be24-8b853951acc8,NA,2018-06-01_nijlen c16,3,Fuik 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-08-30,2018,Afvangst,NA,NA,51.13116242583102,4.609838381204622,51.13378533706658,4.6155400426086395,Stilstaand,681a37e6-283c-480a-8415-a7ee5567e4f1,NA,2018-08-30_nijlen c15,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-08-27,2018,Afvangst,NA,NA,51.13116242583102,4.609838381204622,51.13378533706658,4.6155400426086395,Stilstaand,681a37e6-283c-480a-8415-a7ee5567e4f1,NA,2018-08-27_nijlen c15,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-06-01,2018,Afvangst,NA,NA,51.13116242583102,4.609838381204622,51.13378533706658,4.6155400426086395,Stilstaand,681a37e6-283c-480a-8415-a7ee5567e4f1,NA,2018-06-01_nijlen c15,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-07-27,2018,Afvangst,NA,NA,51.13402773982996,4.6093367332813235,51.13378533706658,4.6155400426086395,Stilstaand,345ff84c-1157-4694-98ce-8cc157ea7593,NA,2018-07-27_nijlen c3,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-05-10,2017,Afvangst,NA,NA,51.133815435348396,4.6085742605168205,51.13378533706658,4.6155400426086395,Stilstaand,2040468b-670f-43f8-81b2-fba28525fc5d,NA,2017-05-10_nijlen c5,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-05-10,2017,Afvangst,NA,NA,51.13089420199723,4.611742633170486,51.13378533706658,4.6155400426086395,Stilstaand,d073a0ef-0faf-4c2c-be24-8b853951acc8,NA,2017-05-10_nijlen c16,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-10-18,2017,Afvangst,NA,NA,51.13138060676364,4.6111238310414855,51.13378533706658,4.6155400426086395,Stilstaand,c8d735bc-42f9-4894-9737-513451935526,NA,2017-10-18_nijlen c14,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-08-30,2018,Afvangst,NA,NA,51.13138060676364,4.6111238310414855,51.13378533706658,4.6155400426086395,Stilstaand,c8d735bc-42f9-4894-9737-513451935526,NA,2018-08-30_nijlen c14,2,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2018-08-30,2018,Afvangst,NA,NA,51.13138060676364,4.6111238310414855,51.13378533706658,4.6155400426086395,Stilstaand,c8d735bc-42f9-4894-9737-513451935526,NA,2018-08-30_nijlen c14,2,Fuik 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,2017-10-13,2017,Afvangst,NA,NA,51.13116242583102,4.609838381204622,51.13378533706658,4.6155400426086395,Stilstaand,681a37e6-283c-480a-8415-a7ee5567e4f1,NA,2017-10-13_nijlen c15,1,Fuik 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dubbele fuik,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
